,Reward,Error,Time,Max V,Mean V,Alpha,Epsilon
335,0.0,0.11391644674523566,1.9013869762420654,1.0,0.03468513100523059,0.01,0.7152181973314037
336,0.0,0.0,1.9105679988861084,1.0,0.03468513100523059,0.01,0.7145029791340722
337,0.0,0.0,1.9171779155731201,1.0,0.03468513100523059,0.01,0.7137884761549381
338,0.0,0.0,1.917233943939209,1.0,0.03468513100523059,0.01,0.7130746876787832
339,0.0,0.0,1.9172699451446533,1.0,0.03468513100523059,0.01,0.7123616129911045
340,0.0,0.0,1.9427719116210938,1.0,0.03468513100523059,0.01,0.7116492513781133
341,0.0,0.0,1.9428160190582275,1.0,0.03468513100523059,0.01,0.7109376021267352
342,0.0,0.11316423336170692,1.970655918121338,1.0,0.03421758154482616,0.01,0.7102266645246085
343,0.0,0.0,1.978010892868042,1.0,0.03421758154482616,0.01,0.7095164378600839
344,0.0,0.0,1.9927806854248047,1.0,0.03421758154482616,0.01,0.7088069214222238
345,0.0,0.0,1.9928278923034668,1.0,0.03421758154482616,0.01,0.7080981145008015
346,-0.1,0.0019930815935448425,1.9928948879241943,1.0,0.03421753350423509,0.01,0.7073900163863007
347,-0.1,0.004900995009999992,1.9932270050048828,1.0,0.03421753350423509,0.01,0.7066826263699144
348,-0.1,0.0029701000000000033,1.993345022201538,1.0,0.03421753350423509,0.01,0.7059759437435444
349,-0.1,0.0019509900499000005,1.9934699535369873,1.0,0.03421753350423509,0.01,0.7052699677998009
350,0.0,0.0,1.993515968322754,1.0,0.03421753350423509,0.01,0.704564697832001
351,0.0,0.0,1.9935519695281982,1.0,0.03421753350423509,0.01,0.7038601331341691
352,0.0,0.0,2.0050487518310547,1.0,0.03421753350423509,0.01,0.7031562730010349
353,-0.1,0.05362301566459693,2.0054678916931152,1.0,0.03466445701851337,0.01,0.7024531167280339
354,0.0,0.0015245464988311768,2.0166831016540527,1.0,0.03467428609051651,0.01,0.7017506636113059
355,0.0,0.0018847872861492505,2.0308170318603516,1.0,0.034681949076966825,0.01,0.7010489129476946
356,-0.1,0.10000970292074242,2.031018018722534,1.0,0.034681949076966825,0.01,0.7003478640347469
357,0.0,0.0,2.031071901321411,1.0,0.034681949076966825,0.01,0.6996475161707122
358,-0.1,0.0,2.0311219692230225,1.0,0.034681949076966825,0.01,0.6989478686545415
359,-0.1,0.0009960783229948254,2.031331777572632,1.0,0.034681854212478096,0.01,0.698248920785887
360,-0.1,0.0010000000000000009,2.031383752822876,1.0,0.034697479212478094,0.01,0.6975506718651011
361,-0.1,0.0009135172474836473,2.031475067138672,1.0,0.034697479212478094,0.01,0.6968531211932361
362,0.0,0.0,2.0419700145721436,1.0,0.034697479212478094,0.01,0.6961562680720428
363,0.0,0.0,2.0420238971710205,1.0,0.034697479212478094,0.01,0.6954601118039707
364,-0.1,0.10376794355142503,2.042128801345825,1.0,0.03469694209718406,0.01,0.6947646516921667
365,0.0,0.0,2.0421769618988037,1.0,0.03469694209718406,0.01,0.6940698870404746
366,-0.1,0.0,2.0422170162200928,1.0,0.03469694209718406,0.01,0.6933758171534341
367,0.0,0.0007796860649477535,2.0535428524017334,1.0,0.034699455338812975,0.01,0.6926824413362807
368,-0.1,0.10000970397079258,2.0536420345306396,1.0,0.034699152106132745,0.01,0.6919897588949444
369,-0.1,0.0,2.053683042526245,1.0,0.034699152106132745,0.01,0.6912977691360495
370,0.0,0.0,2.0537290573120117,1.0,0.034699152106132745,0.01,0.6906064713669134
371,-0.1,0.0029842717806025884,2.054270029067993,1.0,0.03469928148692188,0.01,0.6899158648955466
372,0.0,0.0,2.0628180503845215,1.0,0.03469928148692188,0.01,0.689225949030651
373,-0.1,0.003990000000000007,2.063100814819336,1.0,0.03469928148692188,0.01,0.6885367230816204
374,0.0,0.0002002288448910522,2.0742368698120117,1.0,0.034700097181181985,0.01,0.6878481863585387
375,-0.1,0.03107477371619058,2.0744478702545166,1.0,0.03499087664510438,0.01,0.6871603381721801
376,-0.1,0.0,2.074537992477417,1.0,0.03499087664510438,0.01,0.686473177834008
377,0.0,0.0,2.0745890140533447,1.0,0.03499087664510438,0.01,0.685786704656174
378,0.0,0.0,2.074631929397583,1.0,0.03499087664510438,0.01,0.6851009179515178
379,0.0,0.0,2.1003830432891846,1.0,0.03499087664510438,0.01,0.6844158170335664
380,0.0,0.0,2.115222930908203,1.0,0.03499087664510438,0.01,0.6837314012165328
381,0.0,0.0,2.1152799129486084,1.0,0.03499087664510438,0.01,0.6830476698153162
382,0.0,0.0,2.1242587566375732,1.0,0.03499087664510438,0.01,0.6823646221455009
383,0.0,0.09758986985594151,2.151986837387085,1.0,0.03534997364211781,0.01,0.6816822575233553
384,-0.1,0.1,2.1520419120788574,1.0,0.03387756381869911,0.01,0.6810005752658319
385,0.0,0.0,2.161799907684326,1.0,0.03387756381869911,0.01,0.680319574690566
386,0.0,0.0,2.1618587970733643,1.0,0.03387756381869911,0.01,0.6796392551158754
387,0.0,0.0,2.161910057067871,1.0,0.03387756381869911,0.01,0.6789596158607596
388,0.0,0.0,2.1619598865509033,1.0,0.03387756381869911,0.01,0.6782806562448989
389,0.0,0.0,2.173408031463623,1.0,0.03387756381869911,0.01,0.677602375588654
390,-0.1,0.001005859544535108,2.173539876937866,1.0,0.03387746926131221,0.01,0.6769247732130653
